,date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
0,#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
44,2019-10-15,Maize (white) - Retail,KG,cereals and tubers,1100.0,UGX,Uganda,Abim,743,Makaratin,2343.0,67,15.0,5.0,1,2343_67_15_5,
6589,2019-10-15,Cassava flour - Retail,KG,cereals and tubers,1600.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,74,15.0,5.0,1,264_74_15_5,
6477,2019-10-15,Millet - Retail,KG,cereals and tubers,2000.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,73,15.0,5.0,1,264_73_15_5,
6085,2019-10-15,Oil (vegetable) - Retail,L,oil and fats,6000.0,UGX,Uganda,Mbale,47085,Mbale,2348.0,96,15.0,15.0,6,2348_96_15_15,
4378,2019-10-15,Sorghum - Retail,KG,cereals and tubers,700.0,UGX,Uganda,Nakapiripirit,42194,Namalu,2347.0,65,15.0,5.0,1,2347_65_15_5,
120,2019-10-15,Beans - Retail,KG,pulses and nuts,3150.0,UGX,Uganda,Amudat,744,Karita,2346.0,50,15.0,5.0,5,2346_50_15_5,
88,2019-10-15,Maize flour - Retail,KG,cereals and tubers,1800.0,UGX,Uganda,Abim,743,Makaratin,2343.0,76,15.0,5.0,1,2343_76_15_5,
264,2019-10-15,Beans - Retail,KG,pulses and nuts,3100.0,UGX,Uganda,Kween,766,Kapchorwa,261.0,50,15.0,5.0,5,261_50_15_5,
6069,2019-10-15,Maize flour - Retail,KG,cereals and tubers,2000.0,UGX,Uganda,Mbale,47085,Mbale,2348.0,76,15.0,5.0,1,2348_76_15_5,
135,2019-10-15,Sorghum - Retail,KG,cereals and tubers,1150.0,UGX,Uganda,Amudat,744,Karita,2346.0,65,15.0,5.0,1,2346_65_15_5,
1429,2019-10-15,Millet - Retail,KG,cereals and tubers,3800.0,UGX,Uganda,Gulu,3111,Gulu,262.0,73,15.0,5.0,1,262_73_15_5,
4643,2019-10-15,Cassava flour - Retail,KG,cereals and tubers,2025.0,UGX,Uganda,Kotido,47081,Kotido,2344.0,74,15.0,5.0,1,2344_74_15_5,
2195,2019-10-15,Sorghum - Retail,KG,cereals and tubers,1275.0,UGX,Uganda,Iganga,42179,Iganga,259.0,65,15.0,5.0,1,259_65_15_5,
2289,2019-10-15,Maize (white) - Retail,KG,cereals and tubers,1325.0,UGX,Uganda,Iganga,42179,Iganga,259.0,67,15.0,5.0,1,259_67_15_5,
168,2019-10-15,Cassava flour - Retail,KG,cereals and tubers,2000.0,UGX,Uganda,Amudat,744,Karita,2346.0,74,15.0,5.0,1,2346_74_15_5,
2934,2019-10-15,Beans - Retail,KG,pulses and nuts,3466.6667,UGX,Uganda,Kampala,42182,Owino,258.0,50,15.0,5.0,5,258_50_15_5,
3672,2019-10-15,Millet - Retail,KG,cereals and tubers,1750.0,UGX,Uganda,Kampala,42182,Owino,258.0,73,15.0,5.0,1,258_73_15_5,
5751,2019-10-15,Maize flour - Retail,KG,cereals and tubers,2666.6667,UGX,Uganda,Lira,47082,Lira,263.0,76,15.0,5.0,1,263_76_15_5,
2601,2019-10-15,Maize flour - Retail,KG,cereals and tubers,2075.0,UGX,Uganda,Iganga,42179,Iganga,259.0,76,15.0,5.0,1,259_76_15_5,
4041,2019-10-15,Maize flour - Retail,KG,cereals and tubers,2200.0,UGX,Uganda,Kampala,42182,Owino,258.0,76,15.0,5.0,1,258_76_15_5,
4361,2019-10-15,Beans - Retail,KG,pulses and nuts,3200.0,UGX,Uganda,Nakapiripirit,42194,Namalu,2347.0,50,15.0,5.0,5,2347_50_15_5,
5222,2019-10-15,Sorghum - Retail,KG,cereals and tubers,1000.0,UGX,Uganda,Lira,47082,Lira,263.0,65,15.0,5.0,1,263_65_15_5,
183,2019-10-15,Maize flour - Retail,KG,cereals and tubers,2000.0,UGX,Uganda,Amudat,744,Karita,2346.0,76,15.0,5.0,1,2346_76_15_5,
45,2019-11-15,Maize (white) - Retail,KG,cereals and tubers,1100.0,UGX,Uganda,Abim,743,Makaratin,2343.0,67,15.0,5.0,1,2343_67_15_5,
1714,2019-11-15,Oil (vegetable) - Retail,L,oil and fats,7000.0,UGX,Uganda,Gulu,3111,Gulu,262.0,96,15.0,15.0,6,262_96_15_15,
1133,2019-11-15,Beans - Retail,KG,pulses and nuts,3500.0,UGX,Uganda,Gulu,3111,Gulu,262.0,50,15.0,5.0,5,262_50_15_5,
1657,2019-11-15,Maize flour - Retail,KG,cereals and tubers,2400.0,UGX,Uganda,Gulu,3111,Gulu,262.0,76,15.0,5.0,1,262_76_15_5,
4554,2019-11-15,Maize flour - Retail,KG,cereals and tubers,2400.0,UGX,Uganda,Kaabong,47074,Kaabong,2345.0,76,15.0,5.0,1,2345_76_15_5,
543,2019-11-15,Cassava flour - Retail,KG,cereals and tubers,1050.0,UGX,Uganda,Kween,766,Kapchorwa,261.0,74,15.0,5.0,1,261_74_15_5,
2006,2019-11-15,Maize - Wholesale,MT,cereals and tubers,1103.405,UGX,Uganda,Kabale,3115,Kabale,2692.0,51,14.0,18.0,1,2692_51_14_18,
151,2019-11-15,Maize (white) - Retail,KG,cereals and tubers,1000.0,UGX,Uganda,Amudat,744,Karita,2346.0,67,15.0,5.0,1,2346_67_15_5,
169,2019-11-15,Cassava flour - Retail,KG,cereals and tubers,2000.0,UGX,Uganda,Amudat,744,Karita,2346.0,74,15.0,5.0,1,2346_74_15_5,
4587,2019-11-15,Beans - Retail,KG,pulses and nuts,3412.5,UGX,Uganda,Kotido,47081,Kotido,2344.0,50,15.0,5.0,5,2344_50_15_5,
4630,2019-11-15,Millet - Retail,KG,cereals and tubers,1575.0,UGX,Uganda,Kotido,47081,Kotido,2344.0,73,15.0,5.0,1,2344_73_15_5,
4603,2019-11-15,Sorghum - Retail,KG,cereals and tubers,893.75,UGX,Uganda,Kotido,47081,Kotido,2344.0,65,15.0,5.0,1,2344_65_15_5,
4571,2019-11-15,Oil (vegetable) - Retail,L,oil and fats,7000.0,UGX,Uganda,Kaabong,47074,Kaabong,2345.0,96,15.0,15.0,6,2345_96_15_15,
6590,2019-11-15,Cassava flour - Retail,KG,cereals and tubers,1425.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,74,15.0,5.0,1,264_74_15_5,
4619,2019-11-15,Maize (white) - Retail,KG,cereals and tubers,1675.0,UGX,Uganda,Kotido,47081,Kotido,2344.0,67,15.0,5.0,1,2344_67_15_5,
29,2019-11-15,Sorghum - Retail,KG,cereals and tubers,762.5,UGX,Uganda,Abim,743,Makaratin,2343.0,65,15.0,5.0,1,2343_65_15_5,
3673,2019-11-15,Millet - Retail,KG,cereals and tubers,1725.0,UGX,Uganda,Kampala,42182,Owino,258.0,73,15.0,5.0,1,258_73_15_5,
6478,2019-11-15,Millet - Retail,KG,cereals and tubers,2000.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,73,15.0,5.0,1,264_73_15_5,
159,2019-11-15,Millet - Retail,KG,cereals and tubers,1500.0,UGX,Uganda,Amudat,744,Karita,2346.0,73,15.0,5.0,1,2346_73_15_5,
5638,2019-11-15,Cassava flour - Retail,KG,cereals and tubers,1275.0,UGX,Uganda,Lira,47082,Lira,263.0,74,15.0,5.0,1,263_74_15_5,
5421,2019-11-15,Millet - Retail,KG,cereals and tubers,1425.0,UGX,Uganda,Lira,47082,Lira,263.0,73,15.0,5.0,1,263_73_15_5,
136,2019-11-15,Sorghum - Retail,KG,cereals and tubers,1100.0,UGX,Uganda,Amudat,744,Karita,2346.0,65,15.0,5.0,1,2346_65_15_5,
1430,2019-11-15,Millet - Retail,KG,cereals and tubers,4000.0,UGX,Uganda,Gulu,3111,Gulu,262.0,73,15.0,5.0,1,262_73_15_5,
1331,2019-11-15,Maize (white) - Retail,KG,cereals and tubers,2000.0,UGX,Uganda,Gulu,3111,Gulu,262.0,67,15.0,5.0,1,262_67_15_5,
4396,2019-11-15,Maize (white) - Retail,KG,cereals and tubers,1000.0,UGX,Uganda,Nakapiripirit,42194,Namalu,2347.0,67,15.0,5.0,1,2347_67_15_5,
1232,2019-11-15,Sorghum - Retail,KG,cereals and tubers,1600.0,UGX,Uganda,Gulu,3111,Gulu,262.0,65,15.0,5.0,1,262_65_15_5,
5028,2019-11-15,Maize - Wholesale,MT,cereals and tubers,1053.484,UGX,Uganda,Lira,47082,Lira,263.0,51,14.0,18.0,1,263_51_14_18,
2493,2019-11-15,Cassava flour - Retail,KG,cereals and tubers,1000.0,UGX,Uganda,Iganga,42179,Iganga,259.0,74,15.0,5.0,1,259_74_15_5,
2602,2019-11-15,Maize flour - Retail,KG,cereals and tubers,2050.0,UGX,Uganda,Iganga,42179,Iganga,259.0,76,15.0,5.0,1,259_76_15_5,
105,2019-11-15,Oil (vegetable) - Retail,L,oil and fats,5000.0,UGX,Uganda,Abim,743,Makaratin,2343.0,96,15.0,15.0,6,2343_96_15_15,
6184,2019-11-15,Beans - Retail,KG,pulses and nuts,3200.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,50,15.0,5.0,5,264_50_15_5,
4379,2019-11-15,Sorghum - Retail,KG,cereals and tubers,816.6667,UGX,Uganda,Nakapiripirit,42194,Namalu,2347.0,65,15.0,5.0,1,2347_65_15_5,
2935,2019-11-15,Beans - Retail,KG,pulses and nuts,3425.0,UGX,Uganda,Kampala,42182,Owino,258.0,50,15.0,5.0,5,258_50_15_5,
3366,2019-11-15,Rice - Wholesale,MT,cereals and tubers,3464.3582,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
73,2019-11-15,Cassava flour - Retail,KG,cereals and tubers,1800.0,UGX,Uganda,Abim,743,Makaratin,2343.0,74,15.0,5.0,1,2343_74_15_5,
5322,2019-11-15,Maize (white) - Retail,KG,cereals and tubers,1200.0,UGX,Uganda,Lira,47082,Lira,263.0,67,15.0,5.0,1,263_67_15_5,
4479,2019-11-15,Beans - Retail,KG,pulses and nuts,3600.0,UGX,Uganda,Kaabong,47074,Kaabong,2345.0,50,15.0,5.0,5,2345_50_15_5,
329,2019-11-15,Sorghum - Retail,KG,cereals and tubers,1000.0,UGX,Uganda,Kween,766,Kapchorwa,261.0,65,15.0,5.0,1,261_65_15_5,
89,2019-11-15,Maize flour - Retail,KG,cereals and tubers,1950.0,UGX,Uganda,Abim,743,Makaratin,2343.0,76,15.0,5.0,1,2343_76_15_5,
2797,2019-11-15,Beans - Wholesale,MT,pulses and nuts,2523.175,UGX,Uganda,Kampala,42182,Owino,258.0,50,14.0,18.0,5,258_50_14_18,
6086,2019-11-15,Oil (vegetable) - Retail,L,oil and fats,6050.0,UGX,Uganda,Mbale,47085,Mbale,2348.0,96,15.0,15.0,6,2348_96_15_15,
6006,2019-11-15,Sorghum - Retail,KG,cereals and tubers,1275.0,UGX,Uganda,Mbale,47085,Mbale,2348.0,65,15.0,5.0,1,2348_65_15_5,
6702,2019-11-15,Maize flour - Retail,KG,cereals and tubers,2250.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,76,15.0,5.0,1,264_76_15_5,
6022,2019-11-15,Maize (white) - Retail,KG,cereals and tubers,1225.0,UGX,Uganda,Mbale,47085,Mbale,2348.0,67,15.0,5.0,1,2348_67_15_5,
462,2019-11-15,Millet - Retail,KG,cereals and tubers,1500.0,UGX,Uganda,Kween,766,Kapchorwa,261.0,73,15.0,5.0,1,261_73_15_5,
4100,2019-11-15,Oil (vegetable) - Retail,L,oil and fats,5100.0,UGX,Uganda,Kampala,42182,Owino,258.0,96,15.0,15.0,6,258_96_15_15,
6038,2019-11-15,Millet - Retail,KG,cereals and tubers,2475.0,UGX,Uganda,Mbale,47085,Mbale,2348.0,73,15.0,5.0,1,2348_73_15_5,
4424,2019-11-15,Maize flour - Retail,KG,cereals and tubers,2200.0,UGX,Uganda,Nakapiripirit,42194,Namalu,2347.0,76,15.0,5.0,1,2347_76_15_5,
2653,2019-11-15,Oil (vegetable) - Retail,L,oil and fats,5200.0,UGX,Uganda,Iganga,42179,Iganga,259.0,96,15.0,15.0,6,259_96_15_15,
4441,2019-11-15,Oil (vegetable) - Retail,L,oil and fats,7000.0,UGX,Uganda,Nakapiripirit,42194,Namalu,2347.0,96,15.0,15.0,6,2347_96_15_15,
4660,2019-11-15,Maize flour - Retail,KG,cereals and tubers,1900.0,UGX,Uganda,Kotido,47081,Kotido,2344.0,76,15.0,5.0,1,2344_76_15_5,
6054,2019-11-15,Cassava flour - Retail,KG,cereals and tubers,1500.0,UGX,Uganda,Mbale,47085,Mbale,2348.0,74,15.0,5.0,1,2348_74_15_5,
6070,2019-11-15,Maize flour - Retail,KG,cereals and tubers,1950.0,UGX,Uganda,Mbale,47085,Mbale,2348.0,76,15.0,5.0,1,2348_76_15_5,
3924,2019-11-15,Cassava flour - Retail,KG,cereals and tubers,1100.0,UGX,Uganda,Kampala,42182,Owino,258.0,74,15.0,5.0,1,258_74_15_5,
4408,2019-11-15,Cassava flour - Retail,KG,cereals and tubers,1000.0,UGX,Uganda,Nakapiripirit,42194,Namalu,2347.0,74,15.0,5.0,1,2347_74_15_5,
395,2019-11-15,Maize (white) - Retail,KG,cereals and tubers,1200.0,UGX,Uganda,Kween,766,Kapchorwa,261.0,67,15.0,5.0,1,261_67_15_5,
121,2019-11-15,Beans - Retail,KG,pulses and nuts,3000.0,UGX,Uganda,Amudat,744,Karita,2346.0,50,15.0,5.0,5,2346_50_15_5,
4644,2019-11-15,Cassava flour - Retail,KG,cereals and tubers,2075.0,UGX,Uganda,Kotido,47081,Kotido,2344.0,74,15.0,5.0,1,2344_74_15_5,
5223,2019-11-15,Sorghum - Retail,KG,cereals and tubers,950.25,UGX,Uganda,Lira,47082,Lira,263.0,65,15.0,5.0,1,263_65_15_5,
4362,2019-11-15,Beans - Retail,KG,pulses and nuts,3500.0,UGX,Uganda,Nakapiripirit,42194,Namalu,2347.0,50,15.0,5.0,5,2347_50_15_5,
5990,2019-11-15,Beans - Retail,KG,pulses and nuts,3075.0,UGX,Uganda,Mbale,47085,Mbale,2348.0,50,15.0,5.0,5,2348_50_15_5,
4496,2019-11-15,Sorghum - Retail,KG,cereals and tubers,1000.0,UGX,Uganda,Kaabong,47074,Kaabong,2345.0,65,15.0,5.0,1,2345_65_15_5,
13,2019-11-15,Beans - Retail,KG,pulses and nuts,3375.0,UGX,Uganda,Abim,743,Makaratin,2343.0,50,15.0,5.0,5,2343_50_15_5,
674,2019-11-15,Oil (vegetable) - Retail,L,oil and fats,5200.0,UGX,Uganda,Kween,766,Kapchorwa,261.0,96,15.0,15.0,6,261_96_15_15,
4042,2019-11-15,Maize flour - Retail,KG,cereals and tubers,2375.0,UGX,Uganda,Kampala,42182,Owino,258.0,76,15.0,5.0,1,258_76_15_5,
4332,2019-11-15,Maize - Wholesale,MT,cereals and tubers,1077.6481,UGX,Uganda,Masindi,42188,Masindi,2693.0,51,14.0,18.0,1,2693_51_14_18,
6380,2019-11-15,Maize (white) - Retail,KG,cereals and tubers,1425.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,67,15.0,5.0,1,264_67_15_5,
2290,2019-11-15,Maize (white) - Retail,KG,cereals and tubers,1200.0,UGX,Uganda,Iganga,42179,Iganga,259.0,67,15.0,5.0,1,259_67_15_5,
3572,2019-11-15,Maize (white) - Retail,KG,cereals and tubers,1475.0,UGX,Uganda,Kampala,42182,Owino,258.0,67,15.0,5.0,1,258_67_15_5,
5806,2019-11-15,Oil (vegetable) - Retail,L,oil and fats,5500.0,UGX,Uganda,Lira,47082,Lira,263.0,96,15.0,15.0,6,263_96_15_15,
265,2019-11-15,Beans - Retail,KG,pulses and nuts,3250.0,UGX,Uganda,Kween,766,Kapchorwa,261.0,50,15.0,5.0,5,261_50_15_5,
199,2019-11-15,Oil (vegetable) - Retail,L,oil and fats,6000.0,UGX,Uganda,Amudat,744,Karita,2346.0,96,15.0,15.0,6,2346_96_15_15,
5752,2019-11-15,Maize flour - Retail,KG,cereals and tubers,2537.5,UGX,Uganda,Lira,47082,Lira,263.0,76,15.0,5.0,1,263_76_15_5,
4537,2019-11-15,Cassava flour - Retail,KG,cereals and tubers,2000.0,UGX,Uganda,Kaabong,47074,Kaabong,2345.0,74,15.0,5.0,1,2345_74_15_5,
4676,2019-11-15,Oil (vegetable) - Retail,L,oil and fats,5000.0,UGX,Uganda,Kotido,47081,Kotido,2344.0,96,15.0,15.0,6,2344_96_15_15,
2102,2019-11-15,Beans - Retail,KG,pulses and nuts,3175.0,UGX,Uganda,Iganga,42179,Iganga,259.0,50,15.0,5.0,5,259_50_15_5,
2196,2019-11-15,Sorghum - Retail,KG,cereals and tubers,1225.0,UGX,Uganda,Iganga,42179,Iganga,259.0,65,15.0,5.0,1,259_65_15_5,
6759,2019-11-15,Oil (vegetable) - Retail,L,oil and fats,5000.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,96,15.0,15.0,6,264_96_15_15,
1543,2019-11-15,Cassava flour - Retail,KG,cereals and tubers,5000.0,UGX,Uganda,Gulu,3111,Gulu,262.0,74,15.0,5.0,1,262_74_15_5,
4907,2019-11-15,Beans - Retail,KG,pulses and nuts,3350.0,UGX,Uganda,Lira,47082,Lira,263.0,50,15.0,5.0,5,263_50_15_5,
184,2019-11-15,Maize flour - Retail,KG,cereals and tubers,2000.0,UGX,Uganda,Amudat,744,Karita,2346.0,76,15.0,5.0,1,2346_76_15_5,
57,2019-11-15,Millet - Retail,KG,cereals and tubers,1625.0,UGX,Uganda,Abim,743,Makaratin,2343.0,73,15.0,5.0,1,2343_73_15_5,
4520,2019-11-15,Millet - Retail,KG,cereals and tubers,1500.0,UGX,Uganda,Kaabong,47074,Kaabong,2345.0,73,15.0,5.0,1,2345_73_15_5,
4513,2019-11-15,Maize (white) - Retail,KG,cereals and tubers,1100.0,UGX,Uganda,Kaabong,47074,Kaabong,2345.0,67,15.0,5.0,1,2345_67_15_5,
3105,2019-11-15,Maize - Wholesale,MT,cereals and tubers,1140.937,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
4787,2019-11-15,Beans - Wholesale,MT,pulses and nuts,2323.4551,UGX,Uganda,Lira,47082,Lira,263.0,50,14.0,18.0,5,263_50_14_18,
6282,2019-11-15,Sorghum - Retail,KG,cereals and tubers,2000.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,65,15.0,5.0,1,264_65_15_5,
3469,2019-11-15,Sorghum - Retail,KG,cereals and tubers,1200.0,UGX,Uganda,Kampala,42182,Owino,258.0,65,15.0,5.0,1,258_65_15_5,
2384,2019-11-15,Millet - Retail,KG,cereals and tubers,1400.0,UGX,Uganda,Iganga,42179,Iganga,259.0,73,15.0,5.0,1,259_73_15_5,
624,2019-11-15,Maize flour - Retail,KG,cereals and tubers,2200.0,UGX,Uganda,Kween,766,Kapchorwa,261.0,76,15.0,5.0,1,261_76_15_5,
4101,2019-12-15,Oil (vegetable) - Retail,L,oil and fats,5150.0,UGX,Uganda,Kampala,42182,Owino,258.0,96,15.0,15.0,6,258_96_15_15,
4588,2019-12-15,Beans - Retail,KG,pulses and nuts,3425.0,UGX,Uganda,Kotido,47081,Kotido,2344.0,50,15.0,5.0,5,2344_50_15_5,
4620,2019-12-15,Maize (white) - Retail,KG,cereals and tubers,1675.0,UGX,Uganda,Kotido,47081,Kotido,2344.0,67,15.0,5.0,1,2344_67_15_5,
625,2019-12-15,Maize flour - Retail,KG,cereals and tubers,2000.0,UGX,Uganda,Kween,766,Kapchorwa,261.0,76,15.0,5.0,1,261_76_15_5,
4425,2019-12-15,Maize flour - Retail,KG,cereals and tubers,2200.0,UGX,Uganda,Nakapiripirit,42194,Namalu,2347.0,76,15.0,5.0,1,2347_76_15_5,
4333,2019-12-15,Maize - Wholesale,MT,cereals and tubers,1121.078,UGX,Uganda,Masindi,42188,Masindi,2693.0,51,14.0,18.0,1,2693_51_14_18,
6760,2019-12-15,Oil (vegetable) - Retail,L,oil and fats,5000.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,96,15.0,15.0,6,264_96_15_15,
396,2019-12-15,Maize (white) - Retail,KG,cereals and tubers,1200.0,UGX,Uganda,Kween,766,Kapchorwa,261.0,67,15.0,5.0,1,261_67_15_5,
6703,2019-12-15,Maize flour - Retail,KG,cereals and tubers,2225.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,76,15.0,5.0,1,264_76_15_5,
544,2019-12-15,Cassava flour - Retail,KG,cereals and tubers,1466.6667,UGX,Uganda,Kween,766,Kapchorwa,261.0,74,15.0,5.0,1,261_74_15_5,
4409,2019-12-15,Cassava flour - Retail,KG,cereals and tubers,1500.0,UGX,Uganda,Nakapiripirit,42194,Namalu,2347.0,74,15.0,5.0,1,2347_74_15_5,
4363,2019-12-15,Beans - Retail,KG,pulses and nuts,3500.0,UGX,Uganda,Nakapiripirit,42194,Namalu,2347.0,50,15.0,5.0,5,2347_50_15_5,
3106,2019-12-15,Maize - Wholesale,MT,cereals and tubers,1246.9431,UGX,Uganda,Kampala,42182,Owino,258.0,51,14.0,18.0,1,258_51_14_18,
5224,2019-12-15,Sorghum - Retail,KG,cereals and tubers,966.6667,UGX,Uganda,Lira,47082,Lira,263.0,65,15.0,5.0,1,263_65_15_5,
4661,2019-12-15,Maize flour - Retail,KG,cereals and tubers,2075.0,UGX,Uganda,Kotido,47081,Kotido,2344.0,76,15.0,5.0,1,2344_76_15_5,
4604,2019-12-15,Sorghum - Retail,KG,cereals and tubers,856.25,UGX,Uganda,Kotido,47081,Kotido,2344.0,65,15.0,5.0,1,2344_65_15_5,
2936,2019-12-15,Beans - Retail,KG,pulses and nuts,3350.0,UGX,Uganda,Kampala,42182,Owino,258.0,50,15.0,5.0,5,258_50_15_5,
4631,2019-12-15,Millet - Retail,KG,cereals and tubers,1575.0,UGX,Uganda,Kotido,47081,Kotido,2344.0,73,15.0,5.0,1,2344_73_15_5,
4380,2019-12-15,Sorghum - Retail,KG,cereals and tubers,925.0,UGX,Uganda,Nakapiripirit,42194,Namalu,2347.0,65,15.0,5.0,1,2347_65_15_5,
106,2019-12-15,Oil (vegetable) - Retail,L,oil and fats,5000.0,UGX,Uganda,Abim,743,Makaratin,2343.0,96,15.0,15.0,6,2343_96_15_15,
675,2019-12-15,Oil (vegetable) - Retail,L,oil and fats,5333.3333,UGX,Uganda,Kween,766,Kapchorwa,261.0,96,15.0,15.0,6,261_96_15_15,
330,2019-12-15,Sorghum - Retail,KG,cereals and tubers,1200.0,UGX,Uganda,Kween,766,Kapchorwa,261.0,65,15.0,5.0,1,261_65_15_5,
4397,2019-12-15,Maize (white) - Retail,KG,cereals and tubers,1000.0,UGX,Uganda,Nakapiripirit,42194,Namalu,2347.0,67,15.0,5.0,1,2347_67_15_5,
5807,2019-12-15,Oil (vegetable) - Retail,L,oil and fats,5000.0,UGX,Uganda,Lira,47082,Lira,263.0,96,15.0,15.0,6,263_96_15_15,
1658,2019-12-15,Maize flour - Retail,KG,cereals and tubers,2500.0,UGX,Uganda,Gulu,3111,Gulu,262.0,76,15.0,5.0,1,262_76_15_5,
2798,2019-12-15,Beans - Wholesale,MT,pulses and nuts,2079.6531,UGX,Uganda,Kampala,42182,Owino,258.0,50,14.0,18.0,5,258_50_14_18,
4677,2019-12-15,Oil (vegetable) - Retail,L,oil and fats,5000.0,UGX,Uganda,Kotido,47081,Kotido,2344.0,96,15.0,15.0,6,2344_96_15_15,
5753,2019-12-15,Maize flour - Retail,KG,cereals and tubers,2433.3333,UGX,Uganda,Lira,47082,Lira,263.0,76,15.0,5.0,1,263_76_15_5,
1332,2019-12-15,Maize (white) - Retail,KG,cereals and tubers,2000.0,UGX,Uganda,Gulu,3111,Gulu,262.0,67,15.0,5.0,1,262_67_15_5,
3925,2019-12-15,Cassava flour - Retail,KG,cereals and tubers,1200.0,UGX,Uganda,Kampala,42182,Owino,258.0,74,15.0,5.0,1,258_74_15_5,
6071,2019-12-15,Maize flour - Retail,KG,cereals and tubers,1900.0,UGX,Uganda,Mbale,47085,Mbale,2348.0,76,15.0,5.0,1,2348_76_15_5,
3367,2019-12-15,Rice - Wholesale,MT,cereals and tubers,3572.9363,UGX,Uganda,Kampala,42182,Owino,258.0,52,14.0,18.0,1,258_52_14_18,
6591,2019-12-15,Cassava flour - Retail,KG,cereals and tubers,1475.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,74,15.0,5.0,1,264_74_15_5,
4572,2019-12-15,Oil (vegetable) - Retail,L,oil and fats,7000.0,UGX,Uganda,Kaabong,47074,Kaabong,2345.0,96,15.0,15.0,6,2345_96_15_15,
3674,2019-12-15,Millet - Retail,KG,cereals and tubers,1775.0,UGX,Uganda,Kampala,42182,Owino,258.0,73,15.0,5.0,1,258_73_15_5,
6185,2019-12-15,Beans - Retail,KG,pulses and nuts,3200.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,50,15.0,5.0,5,264_50_15_5,
5991,2019-12-15,Beans - Retail,KG,pulses and nuts,3266.6667,UGX,Uganda,Mbale,47085,Mbale,2348.0,50,15.0,5.0,5,2348_50_15_5,
5422,2019-12-15,Millet - Retail,KG,cereals and tubers,1400.0,UGX,Uganda,Lira,47082,Lira,263.0,73,15.0,5.0,1,263_73_15_5,
74,2019-12-15,Cassava flour - Retail,KG,cereals and tubers,1800.0,UGX,Uganda,Abim,743,Makaratin,2343.0,74,15.0,5.0,1,2343_74_15_5,
5323,2019-12-15,Maize (white) - Retail,KG,cereals and tubers,1200.0,UGX,Uganda,Lira,47082,Lira,263.0,67,15.0,5.0,1,263_67_15_5,
4480,2019-12-15,Beans - Retail,KG,pulses and nuts,3600.0,UGX,Uganda,Kaabong,47074,Kaabong,2345.0,50,15.0,5.0,5,2345_50_15_5,
1715,2019-12-15,Oil (vegetable) - Retail,L,oil and fats,6000.0,UGX,Uganda,Gulu,3111,Gulu,262.0,96,15.0,15.0,6,262_96_15_15,
4555,2019-12-15,Maize flour - Retail,KG,cereals and tubers,3000.0,UGX,Uganda,Kaabong,47074,Kaabong,2345.0,76,15.0,5.0,1,2345_76_15_5,
4497,2019-12-15,Sorghum - Retail,KG,cereals and tubers,1000.0,UGX,Uganda,Kaabong,47074,Kaabong,2345.0,65,15.0,5.0,1,2345_65_15_5,
1134,2019-12-15,Beans - Retail,KG,pulses and nuts,4000.0,UGX,Uganda,Gulu,3111,Gulu,262.0,50,15.0,5.0,5,262_50_15_5,
3470,2019-12-15,Sorghum - Retail,KG,cereals and tubers,1275.0,UGX,Uganda,Kampala,42182,Owino,258.0,65,15.0,5.0,1,258_65_15_5,
4514,2019-12-15,Maize (white) - Retail,KG,cereals and tubers,1000.0,UGX,Uganda,Kaabong,47074,Kaabong,2345.0,67,15.0,5.0,1,2345_67_15_5,
4521,2019-12-15,Millet - Retail,KG,cereals and tubers,1500.0,UGX,Uganda,Kaabong,47074,Kaabong,2345.0,73,15.0,5.0,1,2345_73_15_5,
6283,2019-12-15,Sorghum - Retail,KG,cereals and tubers,1950.0,UGX,Uganda,Mbarara,47086,Mbarara,264.0,65,15.0,5.0,1,264_65_15_5,
4043,2019-12-15,Maize flour - Retail,KG,cereals and tubers,2350.0,UGX,Uganda,Kampala,42182,Owino,258.0,76,15.0,5.0,1,258_76_15_5,
1544,2019-12-15,Cassava flour - Retail,KG,cereals and tubers,4000.0,UGX,Uganda,Gulu,3111,Gulu,262.0,74,15.0,5.0,1,262_74_15_5,
5639,2019-12-15,Cassava flour - Retail,KG,cereals and tubers,1500.0,UGX,Uganda,Lira,47082,Lira,263.0,74,15.0,5.0,1,263_74_15_5,
